time,deviceMode,battV,ec,sal,tds,dallasTemp,thermTemp,pt100Temp,brFastTemp,lt450,lt500,lt550,lt570,lt600,lt650,brPressure,brTemperature,brDepth,gpsLat,gpsLon,gpsAlt,gpsSpeed_ms,gpsFix,gpsSats
2026-06-11T04:57:45,0,3.63,50290.00,32.96,27162.00,,,,24.45,,,,,,,1010.80,26.09,-0.02,,,,,,
2026-06-11T04:57:45,0,3.64,50290.00,32.96,27162.00,,,,24.45,,,,,,,1010.40,26.09,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50290.00,32.96,27162.00,,,,24.45,,,,,,,1010.30,26.09,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.45,,,,,,,1010.60,26.08,-0.02,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.40,26.08,-0.03,,,,,,
2026-06-11T04:57:45,0,3.65,50340.00,32.99,27185.00,,,,24.45,,,,,,,1010.00,26.08,-0.03,,,,,,
2026-06-11T04:57:45,0,3.65,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.30,26.07,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.00,26.07,-0.03,,,,,,
2026-06-11T04:57:45,0,3.65,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.10,26.07,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.45,,,,,,,1010.50,26.06,-0.02,,,,,,
2026-06-11T04:57:45,0,3.65,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.30,26.06,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.45,,,,,,,1010.00,26.06,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.47,,,,,,,1010.40,26.06,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.50,26.06,-0.02,,,,,,
2026-06-11T04:57:45,0,3.65,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.00,26.05,-0.03,,,,,,
2026-06-11T04:57:45,0,3.64,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.20,26.05,-0.03,,,,,,
2026-06-11T04:57:46,0,3.64,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.20,26.04,-0.03,,,,,,
2026-06-11T04:57:46,0,3.65,50340.00,32.99,27185.00,,,,24.46,,,,,,,1010.30,26.04,-0.03,,,,,,
2026-06-11T04:57:46,0,3.64,50340.00,32.99,27185.00,,,,24.47,,,,,,,1010.10,26.04,-0.03,,,,,,
2026-06-11T04:57:46,0,3.64,50340.00,32.99,27185.00,,,,24.46,,,,,,,1009.90,26.03,-0.03,,,,,,
