########################
########################
########################
###### NEW START #######
########################
########################
########################
1007.80
0:49,0.00,27.62,27.75,27.94,1010.10
0:50,0.00,27.62,27.75,27.94,1011.30
0:51,0.00,27.62,27.75,27.94,1010.10
0:52,0.00,27.62,27.75,27.94,1011.20
0:53,0.00,27.62,27.75,27.94,1011.30
0:54,0.00,27.62,27.75,27.94,1012.40
0:55,0.00,27.62,27.75,27.94,1012.40
0:56,0.00,27.62,27.75,27.94,1011.30
0:57,0.00,27.62,27.75,27.94,1010.10
0:58,0.00,27.69,27.75,27.94,1009.00
