time,deviceMode,vBat,ec,sal,tds,slowDallasTemp,thermTemp,fastBRTemp,slowBRPres,slowBRTemp,slowBRDepth
2025-07-30T13:41:15,0,3.81,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:15,0,3.85,999.00,999.00,999.00,23.00,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.89,999.00,999.00,999.00,23.00,23.73,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.79,999.00,999.00,999.00,23.00,23.71,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.83,999.00,999.00,999.00,23.00,23.82,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.88,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.93,999.00,999.00,999.00,23.00,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.82,999.00,999.00,999.00,23.00,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.86,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.91,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:16,0,3.80,999.00,999.00,999.00,23.00,23.74,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.84,999.00,999.00,999.00,23.00,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.89,999.00,999.00,999.00,22.94,23.75,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.79,999.00,999.00,999.00,22.94,23.75,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.83,999.00,999.00,999.00,22.94,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.87,999.00,999.00,999.00,22.94,23.69,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.91,999.00,999.00,999.00,22.94,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.80,999.00,999.00,999.00,22.94,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.85,999.00,999.00,999.00,23.00,23.62,999.00,999.00,999.00,999.00
2025-07-30T13:41:17,0,3.89,999.00,999.00,999.00,23.00,23.75,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.79,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.83,999.00,999.00,999.00,23.00,23.77,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.87,999.00,999.00,999.00,23.00,23.64,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.93,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.82,999.00,999.00,999.00,22.94,23.75,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.86,999.00,999.00,999.00,22.94,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.90,999.00,999.00,999.00,22.94,23.75,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.80,999.00,999.00,999.00,22.94,23.71,999.00,999.00,999.00,999.00
2025-07-30T13:41:18,0,3.84,999.00,999.00,999.00,22.94,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.89,999.00,999.00,999.00,22.94,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.94,999.00,999.00,999.00,23.00,23.77,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.91,999.00,999.00,999.00,23.00,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.80,999.00,999.00,999.00,23.00,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.84,999.00,999.00,999.00,23.00,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.88,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.79,999.00,999.00,999.00,23.00,23.69,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.83,999.00,999.00,999.00,23.00,23.78,999.00,999.00,999.00,999.00
2025-07-30T13:41:19,0,3.87,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.92,999.00,999.00,999.00,23.00,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.80,999.00,999.00,999.00,23.00,23.74,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.85,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.83,999.00,999.00,999.00,23.00,23.74,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.87,999.00,999.00,999.00,22.94,23.73,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.92,999.00,999.00,999.00,22.94,23.64,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.81,999.00,999.00,999.00,22.94,23.79,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.85,999.00,999.00,999.00,22.94,23.62,999.00,999.00,999.00,999.00
2025-07-30T13:41:20,0,3.90,999.00,999.00,999.00,22.94,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,22.94,23.72,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.83,999.00,999.00,999.00,23.00,23.64,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.88,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.73,999.00,999.00,999.00,999.00
2025-07-30T13:41:21,0,3.79,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.76,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.70,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.69,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.69,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.73,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.74,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:22,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.71,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.62,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.72,999.00,999.00,999.00,999.00
2025-07-30T13:41:23,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.58,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.69,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:24,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.64,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.58,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.71,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:25,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.73,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:26,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.80,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.80,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:27,0,3.79,999.00,999.00,999.00,23.00,23.71,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.80,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.68,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:28,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.67,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.65,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.66,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.52,999.00,999.00,999.00,999.00
2025-07-30T13:41:29,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.64,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.54,999.00,999.00,999.00,999.00
2025-07-30T13:41:30,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.49,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.54,999.00,999.00,999.00,999.00
2025-07-30T13:41:31,0,3.79,999.00,999.00,999.00,23.00,23.61,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.58,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.80,999.00,999.00,999.00,23.00,23.64,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.52,999.00,999.00,999.00,999.00
2025-07-30T13:41:32,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.52,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.46,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.60,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.45,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.47,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.80,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:33,0,3.79,999.00,999.00,999.00,23.00,23.47,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.49,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.80,999.00,999.00,999.00,23.00,23.49,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.47,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:34,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.55,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.44,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.48,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.80,999.00,999.00,999.00,23.00,23.52,999.00,999.00,999.00,999.00
2025-07-30T13:41:35,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.58,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.52,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.48,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.58,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.63,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.79,999.00,999.00,999.00,23.00,23.52,999.00,999.00,999.00,999.00
2025-07-30T13:41:36,0,3.80,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.43,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.46,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.49,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.49,999.00,999.00,999.00,999.00
2025-07-30T13:41:37,0,3.79,999.00,999.00,999.00,23.00,23.49,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.48,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.54,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.80,999.00,999.00,999.00,23.00,23.56,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.53,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.50,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.45,999.00,999.00,999.00,999.00
2025-07-30T13:41:38,0,3.79,999.00,999.00,999.00,23.00,23.59,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.45,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.47,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.80,999.00,999.00,999.00,23.00,23.46,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.57,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.80,999.00,999.00,999.00,23.00,23.45,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.43,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.38,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.37,999.00,999.00,999.00,999.00
2025-07-30T13:41:39,0,3.79,999.00,999.00,999.00,23.00,23.51,999.00,999.00,999.00,999.00
